trip_num,route_rank,cost,similarity_score,coverage_score,distance_score,num_edges,num_gps_points
37,1,1600.9499999999998,0.4632562883535271,0.46153846153846156,0.4658330285761254,38,26
37,2,1784.2499999999998,0.4632562883535271,0.46153846153846156,0.4658330285761254,39,26
37,3,1926.6700000000003,0.39407671935161565,0.38461538461538464,0.4082687214559621,52,26
38,1,2238.31,0.8006481880458707,0.7777777777777778,0.8349538034480101,39,18
38,2,2041.0100000000002,0.2747097310467048,0.3333333333333333,0.1867743276167621,39,18
39,1,1123.02,0.7135828742450191,0.65,0.8089571856125476,23,20
39,2,1265.53,0.6927930009762402,0.65,0.7569825024406005,24,20
39,3,1564.71,0.4631593468140459,0.5,0.4078983670351148,30,20
39,4,1707.22,0.4473312618648782,0.5,0.36832815466219554,31,20
40,1,5263.57,0.2103147027316134,0.22857142857142856,0.18292961397189064,187,70
40,2,5255.06,0.21011298653351496,0.22857142857142856,0.18242532347664459,186,70
41,1,3756.609999999998,0.8126741986760948,0.7407407407407407,0.920574385579126,92,27
41,2,3724.369999999998,0.8118023277196091,0.7407407407407407,0.9183947081879119,91,27
41,3,3729.239999999998,0.8118023277196091,0.7407407407407407,0.9183947081879119,92,27
41,4,3698.289999999998,0.8083719331804939,0.7407407407407407,0.9098187218401238,91,27
41,5,3703.159999999998,0.8083719331804939,0.7407407407407407,0.9098187218401238,92,27
42,1,4232.590000000001,0.7999626816463904,0.8048780487804879,0.7925896309452443,44,41
42,2,4336.710000000001,0.7770690684697477,0.7804878048780488,0.7719409638572959,48,41
42,3,4111.610000000001,0.7756146312760034,0.7804878048780488,0.7683048708729353,43,41
42,4,4262.780000000001,0.6968191669047439,0.7317073170731707,0.6444869416521034,49,41
42,5,4141.800000000001,0.6742862491755741,0.7073170731707317,0.6247400131828377,48,41
43,1,1621.64,0.13854273830466282,0.20689655172413793,0.03601201817545016,56,29
43,2,1606.38,0.13800287148249274,0.20689655172413793,0.03466235112002499,54,29
43,3,1871.28,0.1210254055922826,0.1724137931034483,0.04394282432553408,56,29
43,4,1619.46,0.11778420654294572,0.1724137931034483,0.0358398267021919,55,29
43,5,1604.2,0.11724692109411108,0.1724137931034483,0.03449661308010529,53,29
44,1,4194.530000000002,0.6677582158428308,0.6285714285714286,0.7265383967499344,131,35
44,2,4163.5700000000015,0.6667756595417389,0.6285714285714286,0.7240820059972045,129,35
47,1,5018.049999999999,0.14354943597030784,0.23880597014925373,0.0006646347018890319,309,67
47,2,5009.39,0.14354475069928171,0.23880597014925373,0.0006529215243237517,309,67
48,1,2090.1800000000003,0.15187581087534474,0.2033898305084746,0.07460478142564998,38,59
48,2,2095.07,0.1518231535299027,0.2033898305084746,0.07447313806204484,40,59
49,1,1712.33,0.8410737577485577,0.8333333333333334,0.8526843943713943,30,12
49,2,2241.03,0.840505748537189,0.8333333333333334,0.8512643713429724,41,12
50,1,3044.7599999999984,0.3065584768620815,0.32142857142857145,0.2842533350123465,62,28
50,2,3055.779999999999,0.3065584768620815,0.32142857142857145,0.2842533350123465,63,28
50,3,2982.9699999999984,0.3062992538178048,0.32142857142857145,0.28360527740165486,61,28
50,4,2993.989999999999,0.3062992538178048,0.32142857142857145,0.28360527740165486,62,28
51,1,3561.9799999999996,0.23232872278315214,0.28,0.16082180695788034,79,25
51,2,3566.8499999999985,0.23232872278315214,0.28,0.16082180695788034,80,25
51,3,3583.74,0.23232872278315214,0.28,0.16082180695788034,80,25
51,4,3588.6099999999988,0.23232872278315214,0.28,0.16082180695788034,81,25
51,5,3599.4199999999987,0.12098002583709287,0.2,0.002450064592732188,74,25
52,1,3321.5199999999986,0.812740137322236,0.78125,0.85997534330559,69,32
52,2,3338.3699999999985,0.812740137322236,0.78125,0.85997534330559,69,32
52,3,3385.6099999999983,0.812740137322236,0.78125,0.85997534330559,72,32
53,1,2107.81,0.5042792026691483,0.5416666666666666,0.4481980066728708,36,24
53,2,2026.5900000000001,0.5016739893426314,0.5416666666666666,0.4416849733565785,35,24
54,1,8280.740000000003,0.09606889559948564,0.16,0.0001722389987140941,132,25
54,2,6645.82,0.09606799445580745,0.16,0.00016998613951861696,113,25
54,3,7448.690000000004,0.04806066574996412,0.08,0.00015166437491030677,120,25
54,4,5813.7699999999995,0.04805987225143198,0.08,0.00014968062857995275,101,25
54,5,7565.490000000001,0.048000315758130685,0.08,7.893953267043021e-07,116,25
57,1,3413.5499999999997,0.21479083426048387,0.3170731707317073,0.06136732955364871,81,41
57,2,3424.7199999999993,0.21473842832542067,0.3170731707317073,0.0612363147159907,84,41
57,3,3418.52,0.20035792755358106,0.2926829268292683,0.06187042864005026,83,41
58,1,4086.3199999999993,0.34569776637864746,0.45714285714285713,0.178530130232333,63,35
58,2,4057.6799999999994,0.34569259139747355,0.45714285714285713,0.17851719277939831,62,35
58,3,4084.539999999999,0.3455059250802184,0.45714285714285713,0.17805052698626034,62,35
58,4,4055.899999999999,0.3455007640011111,0.45714285714285713,0.17803762428849218,61,35
59,1,1171.2700000000002,0.9101077943575661,0.9375,0.8690194858939151,29,16
60,1,1620.3,0.29095454817358124,0.42,0.09738637043395314,37,50
60,2,1641.4499999999998,0.29087119921318055,0.42,0.09717799803295138,37,50
60,3,1903.1299999999997,0.28066365629563617,0.4,0.10165914073909042,33,50
60,4,1881.9799999999998,0.2806198944659834,0.4,0.10154973616495852,33,50
61,1,556.9599999999997,0.14762632397043393,0.17857142857142858,0.10120866706894197,76,28
61,2,527.4399999999996,0.11472369714175705,0.14285714285714285,0.07252352856867836,83,28
61,3,508.8499999999996,0.11470879921680663,0.14285714285714285,0.07248628375630231,82,28
61,4,525.8299999999996,0.11469969652408081,0.14285714285714285,0.07246352702448777,82,28
61,5,507.2399999999996,0.11468481092476486,0.14285714285714285,0.07242631302619788,81,28
63,1,3890.67,0.07477364312276027,0.11538461538461539,0.013857184729977589,62,78
63,2,3465.5399999999995,0.07170254239297935,0.11538461538461539,0.006179432905525279,59,78
64,1,2906.5299999999997,0.5828296435936595,0.6129032258064516,0.5377192702744713,74,31
64,2,3041.9199999999996,0.5828296435936595,0.6129032258064516,0.5377192702744713,75,31
65,1,4249.980000000001,0.39976261726975326,0.4883720930232558,0.2668484036394996,79,43
65,2,4099.180000000001,0.3996636124387049,0.4883720930232558,0.26660089156187866,78,43
65,3,4139.740000000002,0.39928258190523386,0.4883720930232558,0.26564831522820104,78,43
65,4,3988.9400000000014,0.3991840223253048,0.4883720930232558,0.26540191627837834,77,43
66,1,1411.6499999999999,0.82526603313403,0.8333333333333334,0.8131650828350749,33,18
66,2,1372.21,0.8248191108768588,0.8333333333333334,0.8120477771921467,32,18
68,1,7502.249999999995,0.14348876204972705,0.2391304347826087,2.6252950404591505e-05,157,46
68,2,7472.6699999999955,0.1434887153698064,0.2391304347826087,2.6136250602904885e-05,157,46
68,3,7424.4199999999955,0.14348869989125207,0.2391304347826087,2.6097554217134954e-05,156,46
68,4,7469.449999999997,0.1304452164236815,0.21739130434782608,2.6084537464643462e-05,156,46
68,5,7391.619999999997,0.13044515466395376,0.21739130434782608,2.5930138145286803e-05,155,46
69,1,371.23,0.8688374750616821,1.0,0.6720936876542054,7,2
69,2,308.93,0.866504989536913,1.0,0.6662624738422824,6,2
69,3,333.42,0.866504989536913,1.0,0.6662624738422824,7,2
69,4,332.6,0.8272148173979159,1.0,0.5680370434947899,6,2
69,5,270.29999999999995,0.8252434580386149,1.0,0.5631086450965372,5,2
71,1,1678.2700000000007,0.11050045481335907,0.16,0.03625113703339767,37,25
71,2,1658.4900000000007,0.11044072413638573,0.16,0.03610181034096431,37,25
71,3,1648.8100000000006,0.11032656384786178,0.16,0.035816409619654446,36,25
71,4,1629.0300000000007,0.1089716434209653,0.16,0.032429108552413224,36,25
71,5,1619.3500000000006,0.10886909686294083,0.16,0.032172742157352066,35,25
72,1,4413.579999999998,0.8444663684438303,0.825,0.8736659211095756,98,40
72,2,4418.469999999998,0.8292775321596741,0.8,0.8731938303991854,100,40
73,1,1173.61,0.8551870909714052,0.8571428571428571,0.8522534417142273,25,21
73,2,1093.42,0.8476101335585323,0.8571428571428571,0.8333110481820452,25,21
73,3,1059.29,0.8455340751684395,0.8571428571428571,0.8281209022068132,24,21
74,1,90.53,0.09833866449884215,0.16379310344827586,0.00015700607469162794,2,116
74,2,90.53,0.09833866449884215,0.16379310344827586,0.00015700607469162794,2,116
74,3,47.78,0.09833798956938787,0.16379310344827586,0.00015531875105590423,1,116
74,4,42.75,0.08799340895772101,0.14655172413793102,0.00015593618740598924,1,116
75,1,3771.61,0.12000356511198862,0.2,8.912779971560087e-06,79,65
75,2,3835.0599999999995,0.11077277494946647,0.18461538461538463,8.860450589230298e-06,78,65
75,3,3535.91,0.1107727618854055,0.18461538461538463,8.827790436811167e-06,75,65
75,4,3923.5999999999995,0.10154195292747,0.16923076923076924,8.728472521149279e-06,79,65
75,5,3624.45,0.10154194005800066,0.16923076923076924,8.696298847806588e-06,76,65
76,1,692.24,0.13662775166401606,0.16666666666666666,0.09156937916004017,16,24
76,2,712.5799999999998,0.13636768002097052,0.16666666666666666,0.0909192000524263,17,24
77,1,1665.6100000000001,0.2435767947112814,0.3333333333333333,0.10894198677820359,41,24
77,2,1676.63,0.2435767947112814,0.3333333333333333,0.10894198677820359,42,24
77,3,1626.64,0.24352383872515404,0.3333333333333333,0.10880959681288517,40,24
77,4,1637.66,0.24352383872515404,0.3333333333333333,0.10880959681288517,41,24
78,1,1484.04,0.3445760925632634,0.42857142857142855,0.21858308855101571,38,21
78,2,1449.69,0.33280918431907125,0.42857142857142855,0.18916581794053539,33,21
80,1,2608.9399999999996,0.12902813298507046,0.17647058823529413,0.05786445010973499,38,34
80,2,2438.02,0.0965868265812614,0.14705882352941177,0.020878831159035844,37,34
81,1,6498.450000000001,0.1345217636086255,0.22,0.006304409021563698,108,50
81,2,6519.920000000002,0.1345217636086255,0.22,0.006304409021563698,109,50
81,3,6542.110000000001,0.1345217636086255,0.22,0.006304409021563698,110,50
81,4,6474.93,0.13451479415823928,0.22,0.0062869853955981915,107,50
81,5,6496.4000000000015,0.13451479415823928,0.22,0.0062869853955981915,108,50
82,1,1971.5400000000002,0.7603768806726305,0.7380952380952381,0.7937993445387193,32,42
82,2,1791.4800000000002,0.7567688628341196,0.7380952380952381,0.7847792999424419,31,42
82,3,2239.7400000000002,0.7030906785021331,0.7142857142857143,0.6862981248267613,37,42
83,1,1852.4299999999998,0.9042810652286826,0.92,0.8807026630717064,35,25
86,1,3448.9699999999993,0.3685662643801746,0.42857142857142855,0.27855851809329374,51,56
86,2,3529.8499999999995,0.3685662643801746,0.42857142857142855,0.27855851809329374,52,56
86,3,3367.8099999999995,0.3488352532727229,0.4107142857142857,0.2560167046103787,50,56
89,1,10719.420000000002,0.10200755832110653,0.1694915254237288,0.000781607667173104,140,59
92,1,1352.4899999999998,0.8321605926775055,0.8421052631578947,0.817243586956922,26,19
94,1,4103.769999999999,0.06382978725335042,0.10638297872340426,4.82696884976582e-11,58,141
94,2,4269.199999999999,0.06382978725335042,0.10638297872340426,4.82696884976582e-11,59,141
94,3,2908.29,0.025531914919544346,0.0425531914893617,6.481831194124714e-11,32,141
94,4,3073.7199999999993,0.025531914919544346,0.0425531914893617,6.481831194124714e-11,33,141
95,1,1728.8000000000002,0.1719605710439825,0.28,0.009901427609956184,29,50
95,2,1729.0200000000004,0.1719605710439825,0.28,0.009901427609956184,30,50
96,1,2618.9300000000003,0.8306744390571528,0.88,0.7566860976428819,56,25
96,2,2569.5299999999997,0.8299062361306551,0.88,0.7547655903266377,55,25
96,3,2541.2000000000003,0.8286754873823132,0.88,0.7516887184557829,55,25
96,4,2491.7999999999997,0.8279123578955527,0.88,0.7497808947388817,54,25
97,1,1549.7799999999997,0.2794555540619875,0.391304347826087,0.11168236341583843,31,23
97,2,1615.9399999999998,0.25310065148806726,0.34782608695652173,0.11101249828538565,27,23
98,1,3019.3399999999992,0.7491529822803427,0.7083333333333334,0.8103824557008567,30,24
98,2,3099.5599999999995,0.7491529822803427,0.7083333333333334,0.8103824557008567,31,24
98,3,2965.019999999999,0.7241529822803426,0.6666666666666666,0.8103824557008567,29,24
98,4,3045.2399999999993,0.7241529822803426,0.6666666666666666,0.8103824557008567,30,24
100,1,2234.7799999999997,0.5952030700407946,0.5,0.7380076751019867,47,34
100,2,3303.3099999999986,0.5931288303310227,0.5,0.7328220758275569,64,34
100,3,2326.77,0.5922318066523062,0.5,0.7305795166307657,46,34
101,1,160.31000000000003,0.927822353901296,1.0,0.81955588475324,6,3
101,2,457.78,0.9215303731853095,1.0,0.8038259329632736,17,3
101,3,134.0,0.9198242090435106,1.0,0.7995605226087765,1,3
101,4,1173.7700000000002,0.9198242090435106,1.0,0.7995605226087765,29,3
101,5,102.02000000000001,0.9150283495613112,1.0,0.7875708739032781,4,3
105,1,143.4,0.9667978641827465,0.9867549668874173,0.9368622101257403,4,151
105,2,85.61,0.9438432895239546,0.9668874172185431,0.909277097982072,5,151
105,3,61.38,0.9435343569039103,0.9668874172185431,0.908504766431961,4,151
105,4,81.15,0.94321872602251,0.9668874172185431,0.9077156892284602,4,151
105,5,56.92,0.9429103239009222,0.9668874172185431,0.9069446839244911,3,151
106,1,6787.210000000001,0.1720209844159339,0.2857142857142857,0.001481032468406214,110,56
106,2,6798.150000000001,0.1720209844159339,0.2857142857142857,0.001481032468406214,111,56
106,3,6721.81,0.16130669870164818,0.26785714285714285,0.001481032468406214,109,56
106,4,6732.75,0.16130669870164818,0.26785714285714285,0.001481032468406214,110,56
107,1,3203.3899999999994,0.29669550774247067,0.40476190476190477,0.13459591221331954,73,42
109,1,2190.2200000000003,0.41565968071126447,0.46875,0.33602420177816117,42,32
109,2,2149.4900000000002,0.133349443752743,0.15625,0.09899860938185749,45,32
109,3,2881.76,0.11969139239749688,0.15625,0.0648534809937422,50,32
109,4,2813.36,0.07827779880143274,0.09375,0.05506949700358185,48,32
110,1,5297.91,0.3173054183130865,0.5142857142857142,0.021834974354144877,87,35
110,2,5319.380000000001,0.3173054183130865,0.5142857142857142,0.021834974354144877,88,35
110,3,5276.389999999999,0.31729820788690094,0.5142857142857142,0.021816948288680936,86,35
110,4,5297.860000000001,0.31729820788690094,0.5142857142857142,0.021816948288680936,87,35
110,5,5300.3099999999995,0.3172894889938888,0.5142857142857142,0.02179515105615067,86,35
111,1,9444.529999999999,0.12534819662372187,0.20754716981132076,0.0020497368423235416,151,53
111,2,9335.079999999998,0.12534782529147015,0.20754716981132076,0.0020488085116942465,150,53
116,1,4104.59,0.7725236193188182,0.7894736842105263,0.747098521981256,80,38
116,2,4218.940000000001,0.34260964065046595,0.4473684210526316,0.18547147004721756,82,38
116,3,5037.759999999998,0.24978166486865885,0.34210526315789475,0.11129626743480502,82,38
116,4,5205.569999999998,0.24912349012894214,0.34210526315789475,0.10965083058551324,88,38
117,1,1739.4599999999998,0.47054561991209004,0.4666666666666667,0.4763640497802252,28,15
118,1,7085.859999999985,0.11558296494844587,0.19148936170212766,0.0017233698179231877,340,47
118,2,7091.799999999985,0.11558296494844587,0.19148936170212766,0.0017233698179231877,341,47
121,1,702.3000000000002,0.9346103928888626,1.0,0.8365259822221566,12,10
123,1,583.99,0.03529634860026303,0.058823529411764705,5.577383010520389e-06,16,51
123,2,434.89,0.03529634798984829,0.058823529411764705,5.575856973667143e-06,15,51
123,3,562.52,0.03529634773468241,0.058823529411764705,5.5752190589631755e-06,15,51
123,4,413.42,0.0352963471245045,0.058823529411764705,5.573693614192221e-06,14,51
124,1,3169.92,0.3606698561513845,0.4358974358974359,0.24782848653230738,52,39
124,2,3208.5899999999997,0.3288297609481253,0.41025641025641024,0.206689786985698,53,39
124,3,3155.0699999999997,0.32784048907714736,0.41025641025641024,0.20421660730825306,51,39
125,1,3820.6200000000003,0.2892544406923879,0.4375,0.06688610173096976,75,48
125,2,4093.560000000001,0.2892063036549693,0.4375,0.06676575913742318,79,48
126,1,2684.229999999999,0.4214425832143551,0.5,0.3036064580358878,40,22
126,2,2713.949999999999,0.4214425832143551,0.5,0.3036064580358878,46,22
126,3,3232.239999999998,0.36422489123504354,0.45454545454545453,0.22874404626942707,54,22
126,4,3261.959999999998,0.36422489123504354,0.45454545454545453,0.22874404626942707,60,22
128,1,5408.729999999994,0.23059212616133248,0.36923076923076925,0.02263416155717736,167,65
128,2,5358.0899999999965,0.23056928183864445,0.36923076923076925,0.02257705075045727,165,65
129,1,5539.6199999999835,0.1355964449191307,0.22580645161290322,0.00028143487847196,271,31
129,2,5472.969999999984,0.11624160620945329,0.1935483870967742,0.00028143487847196,270,31
131,1,3224.58,0.8486799275342485,0.8125,0.9029498188356212,43,32
131,2,3229.4700000000003,0.8485053783765337,0.8125,0.9025134459413344,45,32
131,3,3098.86,0.8461611575964229,0.8125,0.8966528939910571,42,32
131,4,3103.7500000000005,0.8459878256967494,0.8125,0.8962195642418733,44,32
134,1,4391.580000000001,0.7398397874437015,0.7575757575757576,0.7132358322456174,66,33
134,2,4414.280000000001,0.7398397874437015,0.7575757575757576,0.7132358322456174,67,33
134,3,4754.230000000001,0.7211219313754733,0.7272727272727273,0.7118957375295922,70,33
136,1,1833.17,0.8306597140134093,0.8235294117647058,0.8413551673864644,32,17
136,2,1838.06,0.8300269026930509,0.8235294117647058,0.8397731390855685,34,17
137,1,4764.509999999999,0.26799779881661584,0.37209302325581395,0.11185496215781866,112,43
137,2,4657.299999999999,0.25211923940597797,0.3488372093023256,0.10704228456145654,113,43
137,3,4672.84,0.21191049811560975,0.27906976744186046,0.11117159412623363,107,43
137,4,4565.63,0.19604369975679195,0.2558139534883721,0.10638831915942171,108,43
138,1,614.12,0.6966095268038357,0.75,0.6165238170095894,12,4
138,2,590.2400000000001,0.5403846020528503,0.5,0.6009615051321258,13,4
138,3,590.0400000000001,0.5384810173889729,0.5,0.5962025434724324,12,4
139,1,4055.929999999999,0.6007481928959764,0.5833333333333334,0.6268704822399407,80,48
139,2,3938.689999999999,0.5975819983779519,0.5833333333333334,0.6189549959448797,69,48
139,3,3961.939999999999,0.5975819983779519,0.5833333333333334,0.6189549959448797,70,48
139,4,3841.140000000001,0.4692505924690824,0.5,0.423126481172706,77,48
139,5,3723.9000000000005,0.4671134672046531,0.5,0.41778366801163275,66,48
140,1,2584.2000000000003,0.7887787465421978,0.75,0.8469468663554948,39,24
140,2,2589.0900000000006,0.788717527445226,0.75,0.846793818613065,41,24
142,1,8254.45,0.13548978719915394,0.21818181818181817,0.011451740725157611,233,55
142,2,7963.02,0.13536961270290165,0.21818181818181817,0.011151304484526925,233,55
142,3,7958.1500000000015,0.13531802797838965,0.21818181818181817,0.011022342673246893,232,55
144,1,1598.41,0.5097804531015722,0.56,0.4344511327539305,31,25
145,1,2992.1199999999994,0.189799390446339,0.3125,0.005748476115847548,62,32
145,2,3142.92,0.189799390446339,0.3125,0.005748476115847548,63,32
147,1,2169.850000000001,0.7237020487903956,0.7272727272727273,0.7183460310668982,54,22
147,2,2169.7200000000007,0.723305971503456,0.7272727272727273,0.7173558378495493,53,22
147,3,2019.0500000000004,0.7231703765457234,0.7272727272727273,0.7170168504552175,53,22
147,4,2018.9200000000003,0.7227750321343447,0.7272727272727273,0.716028489426771,52,22
148,1,1415.89,0.04404712139387047,0.07339449541284404,2.606036541011648e-05,33,109
148,2,741.4200000000001,0.0330370853681344,0.05504587155963303,2.3906080886451292e-05,17,109
148,3,684.63,0.033037019075321965,0.05504587155963303,2.3740348855365924e-05,21,109
149,1,6123.279999999997,0.6190781956689244,0.6282051282051282,0.6053877968646189,100,78
149,2,6162.869999999997,0.6190781956689244,0.6282051282051282,0.6053877968646189,100,78
149,3,6102.939999999997,0.6172736168556878,0.6282051282051282,0.6008763498315273,99,78
149,4,6142.529999999997,0.6172736168556878,0.6282051282051282,0.6008763498315273,99,78
150,1,699.4899999999999,0.21362553944575274,0.3076923076923077,0.07252538707592032,8,39
150,2,671.16,0.21326151185089876,0.3076923076923077,0.07161531808878531,8,39
150,3,836.5899999999999,0.21326151185089876,0.3076923076923077,0.07161531808878531,9,39
150,4,619.97,0.20976491106481854,0.3076923076923077,0.06287381612358475,7,39
150,5,785.3999999999999,0.20976491106481854,0.3076923076923077,0.06287381612358475,8,39
152,1,5042.65,0.06115651428384381,0.07936507936507936,0.033843666661990485,75,63
152,2,6185.4,0.061135901195812414,0.07936507936507936,0.03379213394191199,90,63
153,1,3789.699999999998,0.4442228831327682,0.417910447761194,0.48369153619012945,104,67
153,2,3904.119999999998,0.4442228831327682,0.417910447761194,0.48369153619012945,106,67
153,3,3779.5199999999977,0.4442219700328819,0.417910447761194,0.4836892534404137,105,67
153,4,3840.339999999997,0.4442219700328819,0.417910447761194,0.4836892534404137,106,67
153,5,3893.939999999998,0.4442219700328819,0.417910447761194,0.4836892534404137,107,67
158,1,2039.0299999999997,0.9083660367347608,1.0,0.770915091836902,22,4
158,2,2010.36,0.8818351468908177,1.0,0.7045878672270443,23,4
158,3,1741.86,0.8753546711930973,1.0,0.6883866779827433,22,4
158,4,1789.3099999999997,0.8747208920712195,1.0,0.6868022301780488,22,4
158,5,1766.9899999999998,0.7591035874487626,0.75,0.7727589686219067,6,4
159,1,1432.39,0.5094952411899787,0.5526315789473685,0.44479073455389406,24,38
159,2,1319.91,0.488555850268522,0.5263157894736842,0.4319159414607786,23,38
160,1,4704.509999999998,0.22731637427013346,0.32,0.08829093567533365,69,25
